,기입날짜,별점,옵션,후기
134,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 술안주로도 너무 잘 먹는 김부각!  한봉은 그냥 다 먹고 두봉은 오픈해놔야 마음놓고 먹을 수 있어요  바삭한거 좋아하시는 분들은 이거! 강추드립니다  가볍게 먹기 너무 좋아요 그리고 맛도 진짜 맛있네요  간도 딱 맞고 깨끗한 기름 사용하시는것 같아요 뽀얗고 맛있어요 사진/비디오 수 2 
135,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아 이건 하나만 주문하기 너무 아쉽네요  기본 다섯봉은 있어야겠어요 반찬으로도 먹고 저녁에 간식으로도 먹고 술마실때도 꺼내야 하고 이러니까 다음에는 3+1으로 주문해야겠어요 맛있고 간도 딱 맞아서 손이 자주 가네요  김부각 러버는 정착합니다 굿굿 사진/비디오 수 2 
136,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
137,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
138,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
139,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
140,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
141,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
142,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
143,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
144,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
145,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
146,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
147,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
148,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
149,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
150,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 술안주로도 너무 잘 먹는 김부각!  한봉은 그냥 다 먹고 두봉은 오픈해놔야 마음놓고 먹을 수 있어요  바삭한거 좋아하시는 분들은 이거! 강추드립니다  가볍게 먹기 너무 좋아요 그리고 맛도 진짜 맛있네요  간도 딱 맞고 깨끗한 기름 사용하시는것 같아요 뽀얗고 맛있어요 사진/비디오 수 2 
151,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아 이건 하나만 주문하기 너무 아쉽네요  기본 다섯봉은 있어야겠어요 반찬으로도 먹고 저녁에 간식으로도 먹고 술마실때도 꺼내야 하고 이러니까 다음에는 3+1으로 주문해야겠어요 맛있고 간도 딱 맞아서 손이 자주 가네요  김부각 러버는 정착합니다 굿굿 사진/비디오 수 2 
152,23.04.08.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 라이브에서 차방송보다가 김부각구매했어요  구매인증으로 오란다도 받았어요 김부각 칼로리도 적고 담백해서 간식으로 좋을것같아요 맛있게잘먹을께요 사진/비디오 수 3 
153,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
154,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
155,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
156,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
157,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
158,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
159,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
160,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
161,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
162,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
163,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
164,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
165,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
166,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
167,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 술안주로도 너무 잘 먹는 김부각!  한봉은 그냥 다 먹고 두봉은 오픈해놔야 마음놓고 먹을 수 있어요  바삭한거 좋아하시는 분들은 이거! 강추드립니다  가볍게 먹기 너무 좋아요 그리고 맛도 진짜 맛있네요  간도 딱 맞고 깨끗한 기름 사용하시는것 같아요 뽀얗고 맛있어요 사진/비디오 수 2 
168,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아 이건 하나만 주문하기 너무 아쉽네요  기본 다섯봉은 있어야겠어요 반찬으로도 먹고 저녁에 간식으로도 먹고 술마실때도 꺼내야 하고 이러니까 다음에는 3+1으로 주문해야겠어요 맛있고 간도 딱 맞아서 손이 자주 가네요  김부각 러버는 정착합니다 굿굿 사진/비디오 수 2 
169,23.04.08.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 라이브에서 차방송보다가 김부각구매했어요  구매인증으로 오란다도 받았어요 김부각 칼로리도 적고 담백해서 간식으로 좋을것같아요 맛있게잘먹을께요 사진/비디오 수 3 
170,23.04.07.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 택배상자부터 너무 귀여웠어요 ㅎㅎ 한빗이가 날 반겨주는 느낌?  라방혜택으로 허브차 하나 더받고 구매인증 누락까지 책임져주는 곳♡  라임민트 먹어봤는데 첨엔 민트향에 반하구 마시다보면 라임맛이 나서 과일차가 이래서 좋구나 를 느낄수 있었어요  티백에 1.5g 들었다는데 정말 다른 티백에 비해 내용물이 많아 여러번 우려도 좋더라구요 👍 사진/비디오 수 2 
171,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
172,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
173,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
174,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
175,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
176,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
177,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
178,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
179,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
180,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
181,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
182,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
183,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
184,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
185,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 술안주로도 너무 잘 먹는 김부각!  한봉은 그냥 다 먹고 두봉은 오픈해놔야 마음놓고 먹을 수 있어요  바삭한거 좋아하시는 분들은 이거! 강추드립니다  가볍게 먹기 너무 좋아요 그리고 맛도 진짜 맛있네요  간도 딱 맞고 깨끗한 기름 사용하시는것 같아요 뽀얗고 맛있어요 사진/비디오 수 2 
186,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아 이건 하나만 주문하기 너무 아쉽네요  기본 다섯봉은 있어야겠어요 반찬으로도 먹고 저녁에 간식으로도 먹고 술마실때도 꺼내야 하고 이러니까 다음에는 3+1으로 주문해야겠어요 맛있고 간도 딱 맞아서 손이 자주 가네요  김부각 러버는 정착합니다 굿굿 사진/비디오 수 2 
187,23.04.08.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 라이브에서 차방송보다가 김부각구매했어요  구매인증으로 오란다도 받았어요 김부각 칼로리도 적고 담백해서 간식으로 좋을것같아요 맛있게잘먹을께요 사진/비디오 수 3 
188,23.04.07.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 택배상자부터 너무 귀여웠어요 ㅎㅎ 한빗이가 날 반겨주는 느낌?  라방혜택으로 허브차 하나 더받고 구매인증 누락까지 책임져주는 곳♡  라임민트 먹어봤는데 첨엔 민트향에 반하구 마시다보면 라임맛이 나서 과일차가 이래서 좋구나 를 느낄수 있었어요  티백에 1.5g 들었다는데 정말 다른 티백에 비해 내용물이 많아 여러번 우려도 좋더라구요 👍 사진/비디오 수 2 
189,23.04.07.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 토끼 캐릭터 포장이 귀욥네요. 적당히 간이 잘 되어있고 바삭바삭해서 맛있어요. 간식과 술안주로 좋을 거 같아요. 사진/비디오 수 2 
190,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
191,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
192,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
193,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
194,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
195,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
196,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
197,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
